FollowerCount	FollowingCount
1706188	402
100836	144
1612720	285
48711	22845
508213	554
21591	1179
7147	737
265258	209
1404323	563
1611042	936
47006	7814
221001	906
501043	3289
3722	285
223	168
15002	1945
102116	293
32342	2622
638283	150
41765	185
41367	71
1043	81
628	921
1043	81
203788	1069
112	243
228	302
676	243
804394	1370
356712	2070
7554	1711
444	155
1433	249
804394	1370
2512	649
3638	3341
119001	119704
148	398
1634478	12567
676	243
676	243
6232	551
5685	942
45589	862
4947410	112
3893	1059
67736	30523
16978	6715
489	473
462071	331717
404679	3866
867	413
676	243
28613	3557
570772	5390
8168488	76
3638	3341
323	542
254	534
58090	6
1682535	1015
1221	313
5751	909
267	352
1268	933
85138	67047
725	645
627	1993
3892	4333
5751	909
504004	3109
203788	1069
2759731	108731
756715	12949
570772	5390
1404323	563
10167	900
828774	904
158467	154157
1352348	331
404679	3866
3365	358
23230	495
1271	1503
725	645
79727	555
1607541	93
3741	1635
1203	689
1040229	725
41765	185
2068	1743
1641075	695
7271	335
10270	5625
1607541	93
7147	737
7147	737
272	733
23230	495
25360	20872
103607	53468
3741	1635
7271	335
5922518	483
266407	1592
10270	5625
405315	128127
10167	900
1181	1090
756715	12949
708	631
488553	38857
628	921
3741	1635
1706188	402
143101	128686
132100	56571
219	148
1043	974
3302480	550744
7157	73
871652	140
126738	779
4947410	112
186557	90762
1287	935
10793	592
2651	2838
35751	2940
254	534
132100	56571
44034	2974
323	542
1051	259
2280149	373178
44027	113
804394	1370
7271	335
513424	6
279	40
272	733
638283	150
462	1246
9679	322
3867	2059
5751	909
100	201
219	148
420	286
10270	5625
186557	90762
2260661	233
2696	1718
2672	1640
1209835	3
1611042	936
756715	12949
20	7
41367	71
268170	2087
186557	90762
298668	551
20	7
67736	30523
5501	5908
60654	3180
27840	509
823481	2667
41367	71
41367	71
541611	2140
232753	320
3741	1635
366460	466
2260661	233
15213	2400
628	921
7157	73
209	454
864557	7352
245591	266
53678	1751
614689	400
265258	209
655	562
1221	313
125438	983
5751	909
26821	24787
2589	878
10167	900
1420026	172
4491415	756
11147	1500
58090	6
20	7
186557	90762
8120	710
15385	673
7271	335
81534	595
3893	1059
1010	1014
245591	266
78083	679
5751	909
154830	10613
7157	73
5751	909
1352348	331
1203	689
1611042	936
30934	96
78083	679
25195	1443
676	243
209	454
3081505	119234
15385	673
5501	5908
3329	804
889300	183
864557	7352
677	926
3525	3115
504004	3109
228	302
19562	17637
282305	2114
236123	858
1445520	260
228	302
871652	140
130850	3394
72	149
488750	320
245591	266
756715	12949
1501	1475
1634478	12567
2307845	329
220242	357
5751	909
223	168
488553	38857
267	352
1611042	936
3764	703
488553	38857
146298	49266
67736	30523
1209835	3
254	534
298668	551
285735	276251
78083	679
30426	1376
6061284	24
1294	431
2964	1074
2256591	735
794	479
2651	2838
203788	1069
100151	31383
1720	540
1010	1014
794	892
627	1993
508213	554
285735	276251
24437	279
182598	1402
1354	375
7185698	30
1706188	402
108768	57
245591	266
220	98
1040229	725
3892	4333
864557	7352
44	79
4189	2094
163145	906
1445520	260
1534	1437
32342	2622
285735	276251
1209835	3
725	645
739581	10723
837	532
723800	328
63676	62435
627949	150866
120772	468
126738	779
9542820	2069
254	341
33669	29327
53678	1751
15385	673
631958	674
1404323	563
5751	909
26821	24787
53678	1751
11018	160
4491415	756
220242	357
272	733
1928	949
6225470	381
889300	183
2280149	373178
454514	1479
41367	71
1271	1503
223	168
6839015	968
173872	2804
2280149	373178
1611042	936
127	106
223	168
254	341
263614	759
71597	44262
138235	780
1682535	1015
1611042	936
1674046	24246
823481	2667
125512	13701
245591	266
3106	3232
130850	3394
794	892
274	689
804394	1370
1612720	285
21591	1179
580544	2799
1043	81
5922518	483
8048101	1
721	71
631958	674
356712	2070
638283	150
1040229	725
5751	909
146298	49266
2280149	373178
3764	703
2745543	7828
4202	983
2256591	735
4189	2094
8120	710
103607	53468
130850	3394
236123	858
1043	81
3200	3256
298668	551
4557	82
488750	320
592	193
570772	5390
480412	11948
41367	71
1607541	93
5922518	483
790287	4245
9450	1511
9512	12
8048101	1
163145	906
224146	272
30426	1376
871652	140
3638	3341
1720	540
209	454
1611042	936
541611	2140
2774790	20342
513424	6
41765	185
3892	4333
1221	313
206818	15196
285735	276251
4321482	259
6085071	67
4491415	756
254	534
1040229	725
65804	3053
39262	848
356712	2070
3893	1059
17842623	46964
223	168
708	631
5501	5908
6231	555
11427	1951
1445520	260
112	243
513424	6
565	613
867	413
794	479
2403	1
893	575
3106	3232
3867	2059
206818	15196
203788	1069
5922518	483
181963	208
181963	208
1209835	3
5501	5908
44	79
1445520	260
117913	1299
5685	942
508213	554
245591	266
570772	5390
1674046	24246
7185698	30
627949	150866
9542820	2069
3638	3341
2403	1
9450	1511
1706188	402
25195	1443
100151	31383
100151	31383
2651	2838
54453	7688
541611	2140
1433	249
1891961	302
298668	551
1525260	747
513424	6
39262	848
173872	2804
185616	1001
54453	7688
1354	375
6231	555
1352348	331
1203	689
364	927
9679	322
6231	555
3893	1059
1043	81
45589	862
1209835	3
19562	17637
6225470	381
9542820	2069
173872	2804
47006	7814
282305	2114
750	997
185616	1001
138235	780
366460	466
209	454
30426	1376
221001	906
462071	331717
33669	29327
4947410	112
203788	1069
676	243
4642	93
3638	3341
3166413	276
6231	555
488553	38857
2014	1943
3893	1059
1043	974
1570	568
322682	37601
5751	909
5501	5908
3764	703
78731	6212
6231	555
100151	31383
1352348	331
1682535	1015
1682535	1015
6839015	968
4092	19
9512	12
7360339	95
1043	81
454514	1479
708	631
725	645
19562	17637
5941	1615
541611	2140
638283	150
2273871	4524
20	7
2651	2838
638283	150
1409776	467
1682535	1015
2280149	373178
143101	128686
16978	6715
30426	1376
10693	935
580544	2799
20	7
323	542
314	398
3892	4333
9093	672
117913	1299
697	14
10422587	147
85138	67047
794	892
6232	551
48711	22845
314	398
405315	128127
30914	270
311	258
750	997
92462	692
3892	4333
127	36
454	819
2774790	20342
592	193
513424	6
17842623	46964
92462	692
2260661	233
1607541	93
828774	904
154830	10613
17842623	46964
5751	909
298668	551
3832	859
1203	689
21591	1179
30426	1376
1259676	337
21591	1179
95	120
1010	1282
120772	468
3892	4333
30426	1376
39262	848
794	479
7360339	95
126738	779
6225470	381
4189	2094
849	585
242529	7561
1354	375
219	148
871652	140
598	600
303626	3354
11147	1500
30426	1376
96531	87
85138	67047
130878	5409
364	927
10270	5625
28613	3557
470926	322
3499	1114
750	997
334892	6808
3764	703
9679	322
17842623	46964
17842623	46964
488750	320
119001	119704
2897	0
3914	1439
25195	1443
2774790	20342
254	534
267	352
864557	7352
352	122
1433	249
488750	320
314	398
1525260	747
1040229	725
60	146
173872	2804
236123	858
7157	73
158467	154157
47006	7814
44	79
1607541	93
405315	128127
3893	1059
5941	1615
488750	320
1354	375
58090	6
9450	1511
454514	1479
1043	81
1332	420
565	613
265258	209
404679	3866
1777	708
1205166	3329
10693	935
9450	1511
1010	1014
98788	2354
228	302
2280149	373178
11018	160
1634478	12567
3722	285
563	1109
11427	1951
39262	848
100836	144
28613	3557
20	7
127	106
32342	2622
1043	81
203788	1069
671	215
2093	1410
2014	1943
44	79
34463	29808
309	298
2280149	373178
44	79
8168488	76
100836	144
242529	7561
404679	3866
657021	4535
3741	1635
282305	2114
1404323	563
38	0
2696	1718
232753	320
725	645
67736	30523
228	302
739581	10723
44027	113
4491415	756
322682	37601
655	562
1481379	147521
73	188
1097135	830
38	0
631958	674
723800	328
23230	495
380	507
41765	185
6119	382
7554	1711
58090	6
98788	2354
867	413
130850	3394
570772	5390
1477	627
7185698	30
756715	12949
9542820	2069
125512	13701
2839	1015
739581	10723
130878	5409
3892	4333
15385	673
203788	1069
13225	1788
126738	779
592	193
268170	2087
332	63
1733	1004
67736	30523
2273871	4524
2256591	735
15385	673
71597	44262
282305	2114
111877	729
48777	858
1043	974
671	215
25195	1443
4189	2094
5996	906
508213	554
2774790	20342
3106	3232
2273871	4524
65264	956
5276	836
268170	2087
488750	320
39262	848
133201	121695
5342840	33401
1912232	33395
7147	737
78083	679
3638	3341
364	927
98788	2354
103607	53468
1607541	93
58090	6
5941	1615
1354	375
3826	812
7157	73
7167	1264
3892	4333
3867	2059
125438	983
4557	82
5501	5908
33669	29327
6375552	813
3638	3341
32342	2622
282305	2114
30426	1376
285735	276251
250	568
671	215
220242	357
1611042	936
1259676	337
3741	1635
6225470	381
1525260	747
1271	1503
3525	3115
143101	128686
871652	140
265258	209
242529	7561
254	534
794	892
392738	9364
100836	144
2403	1
10167	900
285735	276251
131920	364
574	32
182598	1402
2517	594
392738	9364
1140	927
823481	2667
2696	1718
461236	55
352	187
1352348	331
1682535	1015
21591	1179
9679	322
236123	858
209	454
95	120
20288	1568
298668	551
3893	1059
20542	635
57840	27137
186557	90762
823481	2667
1352348	331
889300	183
2256591	735
2193	556
676	243
504004	3109
4491415	756
725	645
7360339	95
203788	1069
265258	209
3893	1059
335	469
489	473
723800	328
5501	5908
22598	96
138235	780
98788	2354
7271	335
1706188	402
480412	11948
3867	2059
196692	2339
3302480	550744
723800	328
5342840	33401
128305	213
186557	90762
41765	185
480412	11948
19356	2051
1481379	147521
1259676	337
127	36
10000	292
5151	2195
1259676	337
1259676	337
209	454
1259676	337
138235	780
35420121	136440
21	193
627	1993
7147	737
224146	272
750	997
117913	1299
181963	208
100151	31383
20	7
598	600
867	413
20288	1568
9082	715
5708469	33
21	193
30426	1376
3867	2059
119001	119704
4189	2094
4189	2094
314	398
4557	82
1097135	830
1352348	331
631958	674
480412	11948
938	298
1140	927
1271386	7081
223	168
17842623	46964
3106	3232
5996	906
508213	554
3200	3256
592	193
3638	3341
9512	12
11147	1500
282305	2114
102116	293
11484	686
5751	909
591	401
209	454
245591	266
279	40
6499799	899
2696	1718
631958	674
10270	5625
4363	221
1445520	260
112	243
501043	3289
112	243
1481379	147521
2672979	78
1674046	24246
2745543	7828
1611042	936
3892	4333
130850	3394
2696	1718
480412	11948
3525	3115
570772	5390
209	454
794	479
1720	540
78083	679
17842623	46964
5501	5908
5751	909
268170	2087
17842623	46964
2260661	233
45589	862
78083	679
2403	1
60	146
23837	711
4947410	112
236123	858
254	341
867	413
78731	6212
30426	1376
282305	2114
489	473
100151	31383
1010	1014
5501	5908
655	562
96531	87
454514	1479
366460	466
15385	673
236123	858
112	243
49326	42259
206818	15196
5342840	33401
245591	266
3867	2059
1481379	147521
5941	1615
1404323	563
3638	3341
219	148
11018	160
504004	3109
265258	209
3867	2059
20288	1568
570772	5390
154830	10613
444	155
794	892
2403	1
725	645
20288	1568
1209835	3
138235	780
3171023	5171
6186	960
871652	140
356712	2070
254	341
3892	4333
335	469
44	79
2774790	20342
245591	266
232753	320
1525260	747
364	927
32342	2622
392738	9364
57840	27137
614689	400
2403	1
10270	5625
444	155
676	243
1481379	147521
61590	362
1433	249
10903	965
1259676	337
44034	2974
20288	1568
3832	859
2964	1074
671	215
85138	67047
263614	759
5922518	483
60	146
298668	551
11147	1500
15387	615
9450	1511
3166413	276
9450	1511
697	14
16978	6715
108768	57
948551	75
6231	555
3832	859
58090	6
462071	331717
889300	183
28613	3557
228	302
5751	909
163145	906
3892	4333
1599	353
2280149	373178
3171023	5171
6225470	381
185616	1001
268170	2087
128305	213
21	193
739581	10723
11018	160
131920	364
4491415	756
203788	1069
1607541	93
158467	154157
44	79
48711	22845
41765	185
756715	12949
224146	272
1205166	3329
92462	692
1259676	337
173872	2804
57840	27137
1352348	331
10270	5625
2745543	7828
242529	7561
508213	554
100836	144
130850	3394
6061284	24
2748	1627
612	647
92462	692
541611	2140
2280149	373178
15002	1945
117913	1299
6232	551
2696	1718
1611042	936
100151	31383
3992	152
265258	209
9512	12
78731	6212
220430	1251
306	836
3892	4333
356712	2070
627949	150866
1354	375
24437	279
2696	1718
794	892
23230	495
5694566	389
5342840	33401
2062	650
419	334
2774790	20342
1891961	302
254	341
1834007	773
3867	2059
41367	71
570772	5390
2651	2838
1481379	147521
671	436
158467	154157
794	479
242529	7561
1043	81
27683	926
34463	29808
21	193
17842623	46964
130878	5409
54453	7688
1140	927
3722	285
725	645
108768	57
1352348	331
263614	759
504004	3109
11427	1951
242529	7561
8120	710
1682535	1015
366460	466
2280149	373178
100151	31383
48777	858
7157	73
756715	12949
5685	942
570772	5390
1271386	7081
470926	322
1352348	331
44	79
864557	7352
10270	5625
470926	322
1043	81
489	473
1834007	773
1221	313
7147	737
1203	689
209	454
7157	73
4947410	112
1352348	331
23230	495
444	155
1796718	284
117913	1299
480412	11948
219	148
489	473
2403	1
7147	737
756715	12949
1271	1503
3914	1439
30426	1376
777	1047
739581	10723
32342	2622
508213	554
1043	81
1477	627
356712	2070
21	193
95	120
5751	909
34463	29808
25195	1443
3166413	276
34463	29808
6225470	381
21	193
1796718	284
592	193
5501	5908
794	479
47006	7814
3914	1439
268170	2087
2745543	7828
182598	1402
1221	313
1352348	331
2014	1943
34463	29808
1352348	331
2014	1943
263614	759
4321482	259
196692	2339
102116	293
44034	2974
98788	2354
71597	44262
143101	128686
488553	38857
4760	425
1720	540
9450	1511
454514	1479
6119	382
756715	12949
631958	674
15002	1945
224146	272
2696	1718
2470	357
2256591	735
219	148
41705	241
98788	2354
335	469
1040229	725
92462	692
2403	1
1140	927
1102	1997
480412	11948
454514	1479
117913	1299
3638	3341
26821	24787
1912232	33395
7157	73
871652	140
380	507
9679	322
7103	917
638283	150
100836	144
232753	320
54453	7688
1607541	93
130878	5409
1221	313
614689	400
71597	44262
11427	1951
5922518	483
7185698	30
3106	3232
5342840	33401
356712	2070
245591	266
1912232	33395
6839015	968
5501	5908
268170	2087
263614	759
794	892
756715	12949
1043	974
6762	978
228	302
119001	119704
7271	335
267	352
44	79
1150	300
580544	2799
501043	3289
1611042	936
3302480	550744
2470	357
98788	2354
592	193
67736	30523
405315	128127
5922518	483
41765	185
1203	689
196692	2339
2280149	373178
126738	779
570772	5390
1611042	936
1682535	1015
220242	357
627949	150866
3081505	119234
828774	904
158467	154157
102116	293
146298	49266
580544	2799
889300	183
1043	81
41765	185
1674046	24246
10270	5625
346	515
1354	375
1352348	331
203788	1069
363552	664
182598	1402
186557	90762
182598	1402
4321482	259
6225470	381
1706188	402
1209835	3
3200	3256
19562	17637
16978	6715
196692	2339
7271	335
2273871	4524
173872	2804
1682535	1015
20288	1568
223	168
2256591	735
206818	15196
1682535	1015
268170	2087
454514	1479
7554	1711
177796	0
41765	185
41765	185
1205166	3329
565	613
11427	1951
323	542
6232	4285
3081505	119234
480412	11948
3867	2059
1352348	331
49326	42259
690097	67745
285735	276251
5751	909
1221	313
627949	150866
2256591	735
1611042	936
103607	53468
1241	669
638283	150
49326	42259
1433	249
489	473
267	352
47006	7814
3832	859
44	79
10167	900
11147	1500
266407	1592
631958	674
10167	900
272	733
266407	1592
67736	30523
25195	1443
4557	82
1291	637
282305	2114
739581	10723
30426	1376
828774	904
130878	5409
3081505	119234
1043	81
404679	3866
725	645
48711	22845
11427	1951
459	416
127	106
1445520	260
125512	13701
57840	27137
130878	5409
167985	34
2504	648
39262	848
18980	12044
5751	909
697	14
254	534
3741	1635
242529	7561
1354	375
7271	335
48711	22845
2651	2838
671	215
804394	1370
45589	862
501043	3289
1140	927
488750	320
1481379	147521
112	243
23230	495
1259676	337
120772	468
2774790	20342
1203	689
2256591	735
25195	1443
3867	2059
21	193
10270	5625
203788	1069
102116	293
3302480	550744
71597	44262
108768	57
20	7
2651	2838
41765	185
6225470	381
655	562
1043	81
488553	38857
2696	1718
41367	71
126738	779
54453	7688
146298	49266
128305	213
631958	674
1043	974
6232	551
32342	2622
41765	185
117913	1299
3638	3341
580544	2799
9512	12
53678	1751
265258	209
206818	15196
3241	671
221001	906
220242	357
285735	276251
1834007	773
185616	1001
6225470	381
44	79
9542820	2069
1271	1503
48777	858
392738	9364
100151	31383
392738	9364
750	997
3638	3341
314	398
127	36
11018	160
671	215
206818	15196
12491	1073
232753	320
38	0
1294	431
504004	3109
2696	1718
697	14
565	613
6119	382
2774790	20342
163145	906
1834007	773
3811	1401
1354	375
78731	6212
828774	904
272	733
4947410	112
592	193
9093	672
3722	285
26821	24787
10693	935
10167	900
26143	22330
1720	540
242529	7561
223	168
236123	858
570772	5390
1611042	936
4760	425
697	14
2260661	233
1720	540
177796	0
488750	320
725	645
697	14
3741	1635
224146	272
2280149	373178
322682	37601
9093	672
17842623	46964
614	344
470926	322
154830	10613
2203	460
604	1311
5694566	389
7554	1711
614689	400
1720	540
8168488	76
1043	81
1641075	695
272	733
1404323	563
146298	49266
794	892
108768	57
501043	3289
725	645
100151	31383
4947410	112
48777	858
1682535	1015
242529	7561
220242	357
28613	3557
158467	154157
352126	499
14843	12352
95	120
3106	3232
627	1993
4363	221
1834007	773
131920	364
21591	1179
224146	272
17842623	46964
267	352
263614	759
823481	2667
1352348	331
6231	555
756715	12949
8168488	76
794	892
314	398
24437	279
267	352
266407	1592
1352348	331
592	193
16978	6715
6232	551
265258	209
49326	42259
103607	53468
138235	780
598	600
9679	322
282305	2114
671	215
120772	468
1354	375
125438	983
49326	42259
100836	144
39262	848
7109	625
1682535	1015
3832	859
565	613
11427	1951
592	193
285735	276251
5996	906
7360339	95
655	562
209	454
1832	974
84068	38
1040229	725
4907	1124
102	89
25195	1443
3638	3341
9512	12
1205166	3329
3892	4333
794	892
9542820	2069
1682535	1015
3638	3341
638283	150
1682535	1015
4491415	756
285735	276251
103607	53468
1205166	3329
146298	49266
33669	29327
655	562
5685	942
16978	6715
501043	3289
131920	364
71584	3617
285735	276251
3832	859
943	1402
867	413
7147	737
15270	840
39262	848
206818	15196
33669	29327
513424	6
187	751
2792	485
96531	87
9679	322
1641075	695
120772	468
65264	956
245591	266
3867	2059
21591	1179
2403	1
48777	858
638283	150
655	562
182598	1402
17842623	46964
15002	1945
889300	183
676	243
5151	2195
33669	29327
364	927
462071	331717
804394	1370
103607	53468
671	215
4947410	112
5458	591
203788	1069
756715	12949
405315	128127
15002	1945
335	469
6839015	968
2696	1718
117913	1299
1043	974
177796	0
102116	293
3914	1439
454514	1479
3329	804
1308	1198
3317868	58
221001	906
1611042	936
45991	45604
44	79
627	1993
186557	90762
1354	375
2280149	373178
34463	29808
708	631
10693	935
2470	357
3892	4333
5502	688
3764	703
1682535	1015
1259676	337
1097135	830
335	469
39262	848
220242	357
4189	2094
2403	1
57840	27137
366460	466
5501	5908
756715	12949
128305	213
2672979	78
154830	10613
470926	322
127	106
2260661	233
1682535	1015
5751	909
756715	12949
298668	551
4557	82
4321482	259
867	413
21591	1179
177796	0
9450	1511
285735	276251
206818	15196
267738	274
565	613
15002	1945
1912232	33395
4321482	259
39262	848
2260661	233
25360	20872
638283	150
185616	1001
1682535	1015
25360	20872
598	600
272	733
6231	555
823481	2667
267	352
364	927
356712	2070
1611042	936
3832	859
725	645
265258	209
462071	331717
794	479
3638	3341
3892	4333
4557	82
130878	5409
5751	909
57840	27137
5933	1972
119001	119704
96531	87
628	921
13373	1385
392738	9364
5685	942
2280149	373178
163145	906
25195	1443
242529	7561
7157	73
3722	285
7147	737
11427	1951
3893	1059
1601	1814
756715	12949
100	201
4901	1313
245	328
662056	57
96531	87
28568	44
125512	13701
4947410	112
2398	35
3042715	3811
323	542
3832	859
130850	3394
110277	975
112	243
392738	9364
120772	468
3832	859
224146	272
2260661	233
15895	1102
3742349	58111
285735	276251
489	473
60	146
44034	2974
1205166	3329
356712	2070
7360339	95
23230	495
867	413
11147	1500
2261838	1335
1641075	695
4189	2094
433293	1503
1043	81
9450	1511
1720	540
245591	266
1294	431
1481379	147521
488750	320
1445520	260
2280149	373178
756715	12949
2470	357
45589	862
3525	3115
102116	293
7157	73
2273871	4524
871652	140
146298	49266
143101	128686
96531	87
6232	551
177796	0
405315	128127
206818	15196
1682535	1015
60	146
1043	81
364	927
128305	213
48711	22845
5151	2195
2759731	108731
185616	1001
1221	313
3081505	119234
24437	279
4491415	756
232753	320
117913	1299
120772	468
132100	56571
3081505	119234
25195	1443
53678	1751
3302480	550744
2273871	4524
1682535	1015
3832	859
676	243
143101	128686
15385	673
254	534
58090	6
3914	1439
30426	1376
48806	2199
508213	554
117913	1299
298668	551
2273871	4524
2745543	7828
871652	140
112	243
282305	2114
268170	2087
1043	81
541611	2140
219	148
20288	1568
30426	1376
96531	87
65264	956
54453	7688
1525260	747
676	243
1294	431
3914	1439
28613	3557
404679	3866
128305	213
3867	2059
21	193
2280149	373178
513424	6
1043	974
3892	4333
21591	1179
964	388
65264	956
5151	2195
3564	663
3166413	276
3892	4333
95	120
265258	209
561	477
514	807
146298	49266
1140	927
889300	183
5996	906
58734	8344
2651	2838
119447	702
5751	909
245591	266
85138	67047
112	243
638283	150
2280149	373178
1706188	402
3081505	119234
866	690
739581	10723
11427	1951
16978	6715
11018	160
3166413	276
98788	2354
1607541	93
1682535	1015
177796	0
2470	357
19562	17637
7360339	95
268170	2087
7360339	95
138235	780
10167	900
119001	119704
1203	689
20288	1568
948551	75
270	172
20000	314
6231	555
19562	17637
1424824	338
21	193
322682	37601
322682	37601
725	645
1601	1141
126738	779
1294	431
103607	53468
2964	1074
5751	909
266407	1592
1481379	147521
1010	1014
1140	927
57840	27137
3867	2059
8048101	1
508213	554
26821	24787
1611042	936
73	158
889300	183
54594	252
223	168
2256591	735
504004	3109
6232	551
112	243
119001	119704
1354	375
109	218
1040229	725
32342	2622
323	542
627	1993
3525	3115
2280149	373178
32342	2622
570772	5390
79727	555
5151	2195
120772	468
10167	900
794	892
457	950
5342840	33401
8168488	76
125512	13701
404679	3866
98788	2354
9542820	2069
15385	673
2470	357
219	148
17842623	46964
592	193
100836	144
48777	858
3892	4333
1045	213
592	193
3892	4333
5342840	33401
657021	4535
794	892
9542820	2069
41367	71
1682535	1015
120772	468
1720	540
265258	209
132100	56571
1682535	1015
2019	525
1525260	747
125512	13701
92462	692
1205166	3329
1674046	24246
404679	3866
708	631
8048101	1
10270	5625
725	645
1354	375
92462	692
16978	6715
285735	276251
228	302
671	215
206818	15196
657021	4535
3741	1635
96531	87
1010	1014
3892	4333
25195	1443
6926	1281
254	534
154830	10613
1611042	936
763	343
6085071	67
9542820	2069
794	892
126738	779
196692	2339
163145	906
470926	322
143101	128686
132100	56571
158467	154157
5751	909
20	7
614689	400
2413	174
173872	2804
49326	42259
223	168
1205166	3329
565	613
17842623	46964
5151	2195
628	921
4557	82
2662235	824
5501	5908
173872	2804
6375552	813
67736	30523
2280149	373178
119001	119704
1912232	33395
39262	848
489	473
322682	37601
5996	906
26821	24787
627949	150866
4557	82
102116	293
95	120
3524	1881
125438	983
871652	140
209	454
2280149	373178
232753	320
488553	38857
3200	3256
3892	4333
53678	1751
4189	2094
1404323	563
26821	24787
3302480	550744
267	352
96531	87
541611	2140
965	692
405315	128127
5685	942
1641075	695
5685	942
268170	2087
47006	7814
5996	906
128305	213
220242	357
823481	2667
508213	554
875	444
103607	53468
607	155
6232	551
6232	551
5151	2195
34463	29808
23230	495
285735	276251
489	473
323	542
102116	293
196692	2339
46202	93
3042715	3811
181963	208
206818	15196
5751	909
2280149	373178
1834007	773
356712	2070
9093	672
100151	31383
739581	10723
44	79
7157	73
9679	322
5922518	483
25360	20872
220242	357
598	600
18322	6564
16978	6715
127	106
23230	495
3775	1396
3200	3256
2745543	7828
223	168
1352348	331
254	355
7147	737
120772	468
154830	10613
245591	266
5342840	33401
8120	710
5685	942
98788	2354
7147	737
3867	2059
5151	2195
638283	150
92462	692
96	268
16978	6715
570772	5390
7271	335
22502	498
267	352
1445520	260
627949	150866
501043	3289
3867	2059
631958	674
1706188	402
30426	1376
488553	38857
48981	14
3317868	58
2014	1943
10693	935
132100	56571
1209835	3
54453	7688
102116	293
1834007	773
565	613
454514	1479
206818	15196
30426	1376
366460	466
3892	4333
49326	42259
186557	90762
6225470	381
8120	710
285735	276251
32342	2622
614689	400
17345	560
7147	737
285735	276251
2014	1943
34463	29808
823481	2667
513424	6
3525	3115
4760	425
54453	7688
3832	859
1352348	331
1209835	3
1611042	936
3892	4333
627949	150866
138235	780
392738	9364
2014	1943
47006	7814
1601	1814
125438	983
177796	0
3867	2059
41367	71
356	327
488553	38857
441	506
708	631
462071	331717
154830	10613
100836	144
1140	927
3524	1881
20	7
38	0
2759731	108731
28613	3557
7157	73
1177	142
15002	1945
102116	293
219	148
268170	2087
3914	1439
2672979	78
196692	2339
285735	276251
462071	331717
60	146
119001	119704
1622	237
614689	400
3081505	119234
119001	119704
57840	27137
268170	2087
71597	44262
3302480	550744
708	631
8048101	1
1607541	93
521	186
131920	364
173872	2804
3892	4333
265258	209
3722	285
366460	466
272	733
5751	909
828774	904
236123	858
494	319
11018	160
2696	1718
5922518	483
173872	2804
130878	5409
1634478	12567
19562	17637
158467	154157
98788	2354
322682	37601
285	420
131920	364
1424824	338
804394	1370
322682	37601
1682535	1015
1525260	747
15002	1945
85138	67047
10167	900
3832	859
10701	2603
25360	20872
7271	335
7185698	30
322682	37601
1040229	725
756715	12949
725	645
5751	909
676	243
3106	3232
9450	1511
228	302
323	542
44034	2974
158467	154157
5751	909
128305	213
119001	119704
3832	859
24436	1480
508213	554
100151	31383
220242	357
1682535	1015
108768	57
1706188	402
173872	2804
7271	335
1271	1503
4760	425
67736	30523
6225470	381
404679	3866
1525260	747
1268	933
65264	956
58090	6
103607	53468
173872	2804
592	193
1241	669
14843	12352
867	413
100836	144
501043	3289
2774790	20342
9542820	2069
103607	53468
3722	285
490	394
2774790	20342
1525260	747
3832	859
2632007	5
41367	71
5685	942
282305	2114
100836	144
404679	3866
266407	1592
6119	382
206818	15196
10693	935
444	155
1259676	337
4947410	112
828774	904
3892	4333
209	195
356712	2070
57840	27137
828774	904
9542820	2069
24437	279
21591	1179
38	0
267	352
1634478	12567
4321482	259
9093	672
127	36
119001	119704
1205166	3329
1720	540
580544	2799
44	79
1040229	725
470926	322
794	479
3106	3232
1203	689
4760	425
1040229	725
392738	9364
206818	15196
78083	679
220242	357
30426	1376
245591	266
10167	900
41367	71
221001	906
282305	2114
633	151
1271	1503
132100	56571
25195	1443
279	40
3166413	276
5685	942
32342	2622
756715	12949
867	413
108768	57
10270	5625
723800	328
11147	1500
6231	555
44	79
85138	67047
756715	12949
3764	703
480412	11948
805	589
1611042	936
3914	1439
631958	674
480412	11948
5751	909
6061284	24
186557	90762
1706188	402
143101	128686
565	613
4321482	259
1445520	260
10581	950
1912232	33395
25360	20872
750	997
1365	953
1040229	725
5342840	33401
1674046	24246
131920	364
756715	12949
643	716
28613	3557
7157	73
4363	221
285735	276251
30426	1376
126738	779
314	398
143101	128686
2591	1984
128305	213
392738	9364
2774790	20342
158467	154157
282305	2114
130878	5409
138235	780
7360339	95
1271	1503
1525260	747
49326	42259
266407	1592
323	542
1761	36
138235	780
67736	30523
739581	10723
804394	1370
203788	1069
298668	551
1834007	773
186557	90762
8120	710
6225470	381
1706188	402
1912232	33395
631958	674
1352348	331
1953	165
8111	1637
103607	53468
671	215
828774	904
41367	71
1043	974
1043	81
3200	3256
78083	679
794	479
185616	1001
756715	12949
3081505	119234
3892	4333
1271	1503
804394	1370
3832	859
4557	82
3356	377
690097	67745
282305	2114
794	892
4491415	756
366460	466
45589	862
24437	279
3212858	2663
442	136
57840	27137
71597	44262
10167	900
272	733
470926	322
1259676	337
245591	266
1674046	24246
1720	540
1097135	830
92462	692
16978	6715
2280149	373178
139173	9166
3867	2059
224146	272
98788	2354
2574	727
267	352
177796	0
3832	859
185616	1001
5941	1615
21591	1179
220242	357
185616	1001
8168488	76
1796718	284
1611042	936
580544	2799
196692	2339
6232	551
828774	904
117913	1299
598	600
5629637	51683
322682	37601
23230	495
5629637	51683
3106	3232
5342840	33401
6232	551
1140	927
8048101	1
3832	859
11427	1951
1607541	93
805	589
203788	1069
