MonthlyDate,StateName,LossCode
11/1/2010,Virginia,er-x
11/1/2010,Virginia,revm
5/1/2011,Virginia,cheh
9/1/2011,Virginia,sui
5/1/2011,Puerto Rico,carr
12/1/2010,Alabama,emt
6/1/2011,Alabama,dep
9/1/2010,New York,flrf
10/1/2010,New Jersey,dep
9/1/2010,New Jersey,accer
1/1/2011,Texas,er-x
10/1/2011,Texas,hemn
11/1/2011,Texas,er-x
7/1/2011,North Carolina,er-ag
3/1/2011,Texas,flrst
9/1/2010,Texas,medh
7/1/2010,Texas,er-ag
3/1/2010,Oregon,flrst
10/1/2010,Oregon,tort
2/1/2011,Rhode Island,tort
5/1/2010,Ohio,dc-
4/1/2011,Virginia,medh
1/1/2011,Texas,flron
9/1/2011,Texas,carr
9/1/2011,Texas,sui
5/1/2011,Virginia,er-mt
3/1/2011,Virginia,impay
1/1/2011,Virginia,oth
5/1/2011,Virginia,medpa
8/1/2011,Virginia,er-mt
10/1/2010,Virginia,emt
2/1/2011,North Dakota,impay
9/1/2010,North Dakota,surmp
2/1/2011,Minnesota,medh
8/1/2010,Minnesota,pulhr
9/1/2010,Minnesota,emt
3/1/2011,Minnesota,flrf
9/1/2010,Minnesota,nurf
11/1/2010,Minnesota,er-mt
1/1/2011,Minnesota,nglhr
4/1/2010,Missouri,cheh
6/1/2011,Georgia,flr
2/1/2011,Georgia,cheh
6/1/2010,North Carolina,obgor
4/1/2010,North Carolina,nurf
7/1/2010,North Carolina,er-x
4/1/2010,North Carolina,medpa
2/1/2011,North Carolina,dc-
10/1/2010,North Carolina,carr
8/1/2011,North Carolina,sui
7/1/2010,Kansas,nurf
3/1/2010,Kansas,cheh
9/1/2010,Kansas,nurf
12/1/2010,Kansas,er-ag
4/1/2010,Alabama,dep
12/1/2010,Alabama,er-mt
6/1/2011,Alabama,inf
12/1/2010,Alabama,sui
12/1/2010,Rhode Island,inf
8/1/2010,Rhode Island,medpa
6/1/2010,Rhode Island,accer
12/1/2010,Oklahoma,dep
6/1/2011,Oklahoma,flrst
7/1/2010,Colorado,impay
9/1/2010,Massachusetts,oth
11/1/2010,Massachusetts,carr
10/1/2010,Massachusetts,er-
2/1/2011,Massachusetts,flrst
2/1/2011,Massachusetts,dc-
5/1/2011,Illinois,pulhr
10/1/2010,Illinois,pulhr
6/1/2010,Illinois,tort
9/1/2011,Illinois,medlr
7/1/2010,Illinois,nglhr
7/1/2011,Rhode Island,suit
5/1/2011,Rhode Island,nglhr
7/1/2010,Rhode Island,emt
12/1/2010,Rhode Island,pulb
6/1/2010,South Carolina,surmp
11/1/2010,South Carolina,carr
8/1/2010,South Carolina,pulhr
10/1/2010,Louisiana,pulhr
7/1/2010,Louisiana,medh
3/1/2011,Louisiana,er-x
4/1/2011,Louisiana,flrst
9/1/2010,Louisiana,obgor
8/1/2011,Louisiana,medpa
11/1/2010,Louisiana,emt
4/1/2011,Minnesota,nglhr
4/1/2011,Minnesota,dc-
8/1/2011,Indiana,flr
6/1/2011,Missouri,revm
4/1/2010,California,pulhr
6/1/2011,California,hemn
8/1/2010,Maryland,flron
4/1/2010,Maryland,pulb
7/1/2011,Maryland,cheh
8/1/2010,Maryland,dep
12/1/2010,Virginia,surmp
9/1/2010,Virginia,surmp
11/1/2010,Virginia,medh
7/1/2010,Virginia,impay
11/1/2010,Virginia,pulb
5/1/2010,Pennsylvania,revm
9/1/2010,Pennsylvania,surmp
2/1/2011,Pennsylvania,surmp
8/1/2011,Pennsylvania,cheh
6/1/2011,Pennsylvania,flr
7/1/2011,Ohio,inf
12/1/2010,Ohio,dc-
5/1/2011,Iowa,suit
7/1/2010,Iowa,tort
7/1/2010,Iowa,suit
1/1/2011,Iowa,hemn
2/1/2011,Iowa,cheh
12/1/2010,Iowa,medh
1/1/2011,Iowa,suit
1/1/2011,Iowa,tort
4/1/2010,Arizona,impay
1/1/2011,Arizona,dep
12/1/2010,Arizona,revm
7/1/2010,Texas,medlr
3/1/2011,Tennessee,medh
5/1/2011,Tennessee,medpa
4/1/2011,Tennessee,emt
7/1/2010,Tennessee,pulb
10/1/2010,Tennessee,nurf
10/1/2010,Maryland,pulhr
5/1/2010,Maryland,dc-
8/1/2010,Maryland,emt
3/1/2011,Maryland,medh
2/1/2011,Texas,pulhr
4/1/2010,Texas,surmp
6/1/2011,Texas,accer
10/1/2011,Texas,cheh
10/1/2011,Texas,obgor
4/1/2010,North Dakota,revm
3/1/2011,Alabama,obgor
3/1/2011,Alabama,medlr
8/1/2010,Alabama,oth
10/1/2010,Alabama,suit
9/1/2010,Alabama,oth
2/1/2011,Alabama,revm
5/1/2010,Texas,nurf
4/1/2011,Texas,emt
5/1/2010,Louisiana,er-
12/1/2010,Louisiana,impay
6/1/2011,Louisiana,dep
4/1/2011,Louisiana,sui
8/1/2010,Kansas,hemn
3/1/2011,Kansas,pulb
5/1/2010,Kansas,flrf
12/1/2010,Kansas,nglhr
6/1/2011,Kansas,obgor
9/1/2011,Kansas,tort
6/1/2010,Michigan,sui
10/1/2010,Michigan,revm
5/1/2011,Michigan,dc-
10/1/2010,Michigan,medh
7/1/2011,Michigan,nurf
9/1/2010,Michigan,er-mt
10/1/2010,Georgia,dc-
12/1/2010,Kentucky,carr
7/1/2010,Kentucky,surmp
3/1/2011,Kentucky,nurf
7/1/2011,Kentucky,er-ag
8/1/2011,Kentucky,accer
3/1/2011,Kentucky,dep
8/1/2011,Kentucky,oth
10/1/2011,Kentucky,medh
2/1/2011,Indiana,dep
10/1/2011,Indiana,medlr
5/1/2011,Kansas,medlr
7/1/2010,Kansas,surmp
8/1/2010,Kansas,medh
7/1/2011,Kansas,inf
8/1/2011,Kansas,surmp
6/1/2010,Texas,flron
1/1/2011,Texas,emt
10/1/2011,Texas,oth
3/1/2011,Nebraska,er-x
5/1/2010,Nebraska,er-ag
5/1/2011,Nebraska,revm
6/1/2011,Nebraska,tort
9/1/2010,Nebraska,dc-
8/1/2010,Nebraska,flr
12/1/2010,Arizona,nurf
11/1/2010,Arizona,cheh
6/1/2010,Arizona,accer
9/1/2011,Arizona,pulhr
9/1/2010,Nebraska,pulb
3/1/2011,Nebraska,medh
7/1/2010,Nebraska,nglhr
4/1/2011,Nebraska,dep
12/1/2010,Nebraska,flr
12/1/2010,Nebraska,medlr
9/1/2011,Nebraska,suit
3/1/2011,Tennessee,pulb
7/1/2010,Missouri,er-x
10/1/2010,Missouri,carr
1/1/2011,Missouri,flron
7/1/2010,Missouri,oth
5/1/2010,Missouri,dc-
3/1/2011,Missouri,nglhr
3/1/2011,Wisconsin,tort
3/1/2011,Wisconsin,er-x
5/1/2011,Wisconsin,hemn
11/1/2010,Wisconsin,pulb
1/1/2011,Wisconsin,pulb
5/1/2010,Texas,medh
2/1/2011,Tennessee,nglhr
4/1/2010,Nebraska,obgor
11/1/2010,Nebraska,nurf
10/1/2010,Nebraska,revm
3/1/2011,Nebraska,medpa
8/1/2011,Nebraska,suit
9/1/2010,Michigan,medpa
11/1/2010,Nebraska,sui
6/1/2010,Nebraska,surmp
5/1/2011,Nebraska,pulhr
7/1/2011,Nebraska,medlr
3/1/2011,Nebraska,er-mt
10/1/2010,Oklahoma,medlr
9/1/2010,Maine,medpa
10/1/2010,Maine,medlr
6/1/2010,Maine,accer
10/1/2010,Maine,pulb
1/1/2011,Maine,medpa
6/1/2011,Maine,impay
3/1/2010,Alabama,revm
12/1/2010,Alabama,oth
4/1/2011,Alabama,nurf
8/1/2010,Alabama,nurf
3/1/2011,California,er-x
10/1/2011,California,inf
11/1/2010,Arizona,flrst
2/1/2011,Maine,inf
5/1/2010,Maine,dep
10/1/2010,Maine,impay
5/1/2011,Maine,pulhr
12/1/2010,Maine,oth
8/1/2010,Maine,oth
8/1/2011,Maine,carr
10/1/2010,Maine,obgor
5/1/2010,Washington,medpa
9/1/2010,Missouri,flron
1/1/2011,Missouri,pulb
11/1/2010,Missouri,pulb
5/1/2010,Illinois,cheh
3/1/2011,Illinois,er-ag
3/1/2011,Illinois,dep
7/1/2011,Illinois,revm
3/1/2010,Oklahoma,oth
12/1/2010,West Virginia,oth
5/1/2010,Missouri,sui
9/1/2010,Missouri,pulb
7/1/2011,Missouri,revm
7/1/2011,Missouri,oth
12/1/2010,Missouri,er-x
8/1/2011,Missouri,accer
6/1/2010,Wisconsin,carr
4/1/2011,South Carolina,flron
6/1/2010,South Carolina,suit
8/1/2010,South Carolina,sui
6/1/2011,South Carolina,surmp
9/1/2011,South Carolina,inf
4/1/2011,South Carolina,er-mt
4/1/2010,New Jersey,cheh
8/1/2010,New Jersey,oth
6/1/2010,New Jersey,er-
12/1/2010,Louisiana,obgor
8/1/2010,Louisiana,nurf
6/1/2010,Louisiana,dep
4/1/2011,Louisiana,er-mt
2/1/2011,Louisiana,sui
9/1/2011,California,er-ag
6/1/2011,Texas,er-x
10/1/2011,Iowa,flrst
4/1/2010,South Carolina,suit
6/1/2011,South Carolina,suit
8/1/2010,South Carolina,obgor
11/1/2010,South Carolina,tort
3/1/2011,New Mexico,flrf
8/1/2010,New Mexico,nglhr
6/1/2011,New Mexico,dep
3/1/2011,New Mexico,oth
12/1/2010,New Mexico,tort
2/1/2011,New Mexico,er-x
5/1/2010,Idaho,dep
10/1/2010,Idaho,medpa
11/1/2010,Idaho,pulb
5/1/2011,Indiana,obgor
3/1/2010,Indiana,oth
8/1/2010,Indiana,er-mt
7/1/2010,Georgia,revm
7/1/2010,Georgia,er-x
12/1/2010,Kansas,medlr
10/1/2010,Kansas,flrst
7/1/2010,Kansas,er-x
3/1/2010,Minnesota,nurf
1/1/2011,Minnesota,flron
1/1/2011,Minnesota,suit
8/1/2011,Minnesota,cheh
9/1/2010,Minnesota,pulhr
7/1/2010,Minnesota,oth
3/1/2011,Minnesota,er-mt
2/1/2011,Illinois,er-ag
7/1/2011,Illinois,er-
1/1/2011,Minnesota,pulb
10/1/2010,Minnesota,obgor
9/1/2010,Rhode Island,inf
2/1/2011,Rhode Island,sui
7/1/2011,Rhode Island,medpa
5/1/2011,Rhode Island,oth
3/1/2011,Georgia,carr
7/1/2010,Connecticut,flr
3/1/2011,Connecticut,tort
9/1/2010,Connecticut,dc-
5/1/2011,Connecticut,er-mt
7/1/2011,Connecticut,medlr
8/1/2010,Texas,pulhr
3/1/2010,North Dakota,pulb
5/1/2010,North Dakota,er-
7/1/2010,North Dakota,pulb
5/1/2011,North Dakota,pulb
7/1/2010,North Dakota,sui
2/1/2011,North Dakota,nglhr
1/1/2011,Rhode Island,oth
8/1/2011,Rhode Island,revm
3/1/2011,Rhode Island,obgor
7/1/2010,Illinois,sui
6/1/2011,New York,medh
1/1/2011,New York,flron
6/1/2010,North Dakota,surmp
3/1/2010,North Dakota,suit
7/1/2011,North Dakota,surmp
9/1/2010,North Dakota,pulhr
1/1/2011,North Dakota,tort
1/1/2011,North Dakota,nurf
9/1/2010,Illinois,revm
5/1/2010,New York,dep
4/1/2011,New York,nurf
10/1/2010,New York,dc-
6/1/2010,New York,surmp
8/1/2011,New York,medpa
6/1/2011,New York,inf
10/1/2011,New York,flron
6/1/2011,Tennessee,er-
4/1/2011,Missouri,medpa
5/1/2011,Missouri,medpa
12/1/2010,Missouri,flr
7/1/2010,Missouri,obgor
10/1/2010,Connecticut,impay
7/1/2010,South Dakota,carr
6/1/2010,Oregon,flron
10/1/2010,Oregon,obgor
6/1/2011,Oregon,pulb
7/1/2011,Oregon,obgor
11/1/2010,Oregon,medlr
9/1/2010,Oregon,emt
4/1/2011,Oregon,flr
4/1/2011,New Jersey,accer
11/1/2010,Indiana,suit
3/1/2010,Indiana,tort
5/1/2010,Rhode Island,er-mt
2/1/2011,Rhode Island,emt
5/1/2011,Rhode Island,revm
8/1/2011,Rhode Island,nurf
6/1/2011,Rhode Island,obgor
5/1/2011,Rhode Island,pulb
4/1/2011,Ohio,pulb
9/1/2011,Ohio,obgor
10/1/2011,Ohio,surmp
5/1/2011,New Hampshire,dc-
9/1/2011,New Hampshire,er-x
7/1/2010,New Hampshire,nurf
4/1/2011,South Carolina,pulb
7/1/2010,South Carolina,accer
1/1/2011,South Carolina,surmp
6/1/2011,South Carolina,revm
6/1/2011,South Carolina,er-
9/1/2010,South Carolina,medh
7/1/2010,Georgia,flron
6/1/2011,Georgia,nurf
10/1/2011,Georgia,er-x
4/1/2010,Alabama,tort
12/1/2010,Michigan,surmp
8/1/2011,Michigan,medh
2/1/2011,Michigan,inf
11/1/2010,Michigan,medpa
11/1/2010,Connecticut,surmp
4/1/2011,Connecticut,dep
2/1/2011,Connecticut,inf
11/1/2011,Florida,nurf
2/1/2011,Alabama,pulb
1/1/2011,Alabama,cheh
11/1/2010,Indiana,revm
2/1/2011,Indiana,suit
9/1/2011,Indiana,nurf
9/1/2010,Iowa,carr
10/1/2010,Iowa,pulhr
8/1/2011,Iowa,suit
3/1/2010,New Jersey,suit
10/1/2011,New Jersey,oth
3/1/2011,Virginia,medpa
3/1/2011,Virginia,dep
8/1/2011,Virginia,sui
10/1/2010,Virginia,pulb
5/1/2011,North Dakota,flrst
6/1/2011,North Dakota,surmp
4/1/2011,North Dakota,cheh
3/1/2011,North Dakota,dc-
6/1/2011,Rhode Island,hemn
4/1/2010,Rhode Island,flr
3/1/2010,California,pulb
9/1/2010,California,flr
10/1/2010,California,flron
3/1/2010,Massachusetts,accer
3/1/2011,Georgia,medlr
7/1/2010,Kentucky,cheh
1/1/2011,Kentucky,obgor
2/1/2011,Kentucky,nurf
9/1/2011,Kentucky,suit
10/1/2010,Kentucky,oth
11/1/2010,Iowa,er-
6/1/2011,Iowa,dep
4/1/2010,Iowa,pulb
5/1/2011,Iowa,obgor
8/1/2010,Iowa,oth
9/1/2010,Iowa,flrst
7/1/2011,Iowa,flrf
3/1/2011,Virginia,er-
11/1/2010,South Carolina,cheh
4/1/2011,South Carolina,cheh
9/1/2010,South Carolina,pulhr
6/1/2011,South Carolina,medlr
6/1/2010,South Carolina,sui
5/1/2011,South Carolina,tort
10/1/2011,South Carolina,flrf
9/1/2010,South Carolina,tort
10/1/2011,South Carolina,impay
10/1/2010,Tennessee,dc-
12/1/2010,Maryland,flrst
8/1/2010,Maryland,dc-
8/1/2011,Maryland,revm
7/1/2011,Maryland,flr
9/1/2010,Maryland,flr
4/1/2010,Oklahoma,cheh
2/1/2011,Oklahoma,pulb
4/1/2010,Kansas,medlr
11/1/2010,Kansas,impay
5/1/2010,Kansas,tort
1/1/2011,Kansas,obgor
9/1/2011,Kansas,medlr
7/1/2010,Kansas,nglhr
6/1/2010,Kansas,suit
8/1/2011,Indiana,medpa
6/1/2011,Massachusetts,obgor
4/1/2011,Massachusetts,obgor
4/1/2010,Louisiana,pulb
7/1/2011,Louisiana,inf
1/1/2011,South Carolina,suit
7/1/2010,South Carolina,er-ag
9/1/2011,South Carolina,nurf
4/1/2011,South Carolina,er-x
1/1/2011,Oregon,dep
3/1/2010,Oregon,er-ag
6/1/2010,Oregon,suit
5/1/2010,Oregon,flr
10/1/2011,Oregon,sui
10/1/2010,Oregon,sui
6/1/2011,Indiana,suit
5/1/2011,Indiana,medh
5/1/2010,Indiana,surmp
8/1/2010,Indiana,obgor
5/1/2011,Indiana,dep
11/1/2010,Minnesota,nurf
5/1/2011,Minnesota,emt
2/1/2010,South Carolina,impay
3/1/2010,South Carolina,pulhr
7/1/2011,South Carolina,suit
11/1/2010,South Carolina,pulb
2/1/2011,South Carolina,medpa
6/1/2010,South Carolina,er-ag
7/1/2011,South Carolina,obgor
3/1/2010,Texas,pulhr
3/1/2010,South Dakota,medpa
9/1/2010,South Dakota,pulhr
5/1/2011,South Dakota,tort
9/1/2010,South Dakota,dc-
9/1/2010,South Dakota,dep
8/1/2011,South Dakota,revm
8/1/2010,South Dakota,surmp
7/1/2011,Ohio,obgor
4/1/2010,Ohio,oth
10/1/2010,Ohio,oth
1/1/2011,Ohio,cheh
11/1/2010,Illinois,flron
10/1/2010,Illinois,carr
8/1/2011,Illinois,dc-
7/1/2010,Illinois,tort
9/1/2010,Illinois,impay
10/1/2011,Illinois,pulhr
5/1/2011,Nebraska,er-mt
7/1/2010,Nebraska,tort
10/1/2010,Nebraska,cheh
6/1/2010,Nebraska,accer
8/1/2011,Nebraska,sui
11/1/2010,Nebraska,revm
6/1/2011,North Dakota,emt
7/1/2011,North Dakota,er-
9/1/2011,North Dakota,er-x
10/1/2011,North Dakota,flron
5/1/2010,Maryland,medh
7/1/2010,Maryland,medlr
10/1/2011,Maryland,pulhr
8/1/2011,Maryland,pulb
6/1/2011,South Carolina,hemn
7/1/2011,South Carolina,surmp
4/1/2011,South Carolina,medlr
1/1/2011,South Carolina,sui
10/1/2010,Nebraska,surmp
5/1/2010,Nebraska,suit
4/1/2011,Nebraska,flron
12/1/2010,Nebraska,flron
6/1/2010,Nebraska,obgor
3/1/2011,Nebraska,oth
3/1/2010,New Jersey,medpa
4/1/2011,New Jersey,flr
6/1/2010,New Jersey,carr
3/1/2011,New Jersey,nurf
1/1/2011,New Jersey,tort
5/1/2011,Arizona,oth
11/1/2010,Arizona,dep
7/1/2011,Arizona,accer
9/1/2011,Arizona,nurf
11/1/2010,Arizona,hemn
6/1/2011,New York,suit
9/1/2010,New York,medlr
8/1/2010,New York,dc-
8/1/2010,New York,nurf
9/1/2011,New York,obgor
11/1/2010,Rhode Island,cheh
8/1/2010,Rhode Island,flr
8/1/2010,Rhode Island,suit
7/1/2011,Rhode Island,cheh
5/1/2011,Rhode Island,nurf
5/1/2011,Rhode Island,dc-
10/1/2010,Virginia,impay
7/1/2010,Virginia,er-mt
5/1/2010,Virginia,flrst
6/1/2011,Virginia,surmp
8/1/2010,Virginia,surmp
11/1/2010,Virginia,pulhr
7/1/2010,Texas,oth
6/1/2011,Ohio,carr
12/1/2010,Ohio,flrf
7/1/2011,Ohio,er-
7/1/2011,Ohio,nurf
3/1/2010,Texas,hemn
3/1/2010,Texas,medpa
4/1/2011,Illinois,carr
11/1/2010,Illinois,accer
7/1/2010,Illinois,pulhr
1/1/2011,Illinois,flr
9/1/2010,Georgia,impay
1/1/2011,Georgia,nurf
10/1/2011,Georgia,sui
10/1/2010,South Carolina,pulhr
2/1/2011,Virginia,obgor
5/1/2010,Virginia,medh
5/1/2011,Virginia,tort
6/1/2011,Virginia,medpa
9/1/2010,Virginia,medh
9/1/2011,California,er-mt
12/1/2010,Texas,tort
4/1/2011,Texas,flr
5/1/2010,Georgia,er-mt
9/1/2010,Georgia,sui
2/1/2011,Georgia,impay
9/1/2010,Georgia,dep
5/1/2011,Georgia,cheh
3/1/2011,New Mexico,hemn
4/1/2010,New Mexico,sui
2/1/2011,New Mexico,carr
11/1/2010,New Mexico,oth
6/1/2010,New Mexico,medh
8/1/2011,New Mexico,tort
7/1/2010,New Mexico,hemn
3/1/2011,New Mexico,er-x
12/1/2010,Alabama,medpa
2/1/2011,Alabama,medlr
6/1/2011,Alabama,medlr
7/1/2011,Alabama,impay
4/1/2010,Wisconsin,hemn
6/1/2010,Wisconsin,flrst
4/1/2010,Wisconsin,flrst
12/1/2010,Wisconsin,accer
10/1/2010,Wisconsin,dc-
3/1/2011,Wisconsin,flr
8/1/2010,Wisconsin,medpa
4/1/2010,Ohio,pulhr
6/1/2010,Ohio,emt
2/1/2011,Ohio,flrst
7/1/2011,Ohio,suit
11/1/2010,Ohio,pulhr
5/1/2010,Wisconsin,accer
7/1/2010,Wisconsin,oth
6/1/2011,Georgia,emt
7/1/2010,Georgia,flrst
1/1/2011,Georgia,impay
5/1/2011,Montana,accer
4/1/2010,Montana,obgor
3/1/2011,Montana,suit
9/1/2011,Montana,flrst
5/1/2011,Montana,dc-
6/1/2010,Kansas,dep
4/1/2010,Kansas,obgor
7/1/2010,Kansas,oth
5/1/2011,California,er-x
3/1/2011,Georgia,flr
4/1/2010,Maryland,inf
7/1/2010,Maryland,sui
6/1/2011,Maryland,nglhr
5/1/2011,Maryland,er-
10/1/2010,Pennsylvania,oth
7/1/2011,Pennsylvania,cheh
10/1/2011,Pennsylvania,surmp
4/1/2011,Pennsylvania,pulhr
6/1/2010,Illinois,hemn
2/1/2011,Illinois,suit
4/1/2011,Illinois,revm
5/1/2011,Ohio,nglhr
4/1/2010,Georgia,flron
5/1/2010,Georgia,nurf
9/1/2010,Georgia,medh
8/1/2010,Oklahoma,medlr
4/1/2011,Maryland,nglhr
12/1/2010,Maryland,dep
7/1/2011,Maryland,accer
7/1/2011,Maryland,obgor
9/1/2010,North Dakota,pulb
8/1/2010,North Dakota,er-mt
7/1/2010,North Dakota,cheh
2/1/2011,North Dakota,dep
9/1/2011,North Dakota,medpa
3/1/2011,North Dakota,medpa
1/1/2011,Indiana,flron
11/1/2010,Indiana,impay
6/1/2010,Indiana,oth
1/1/2011,New York,oth
4/1/2010,New York,dc-
9/1/2011,New York,flrst
6/1/2011,New York,er-mt
7/1/2011,California,flron
2/1/2011,New York,obgor
6/1/2010,New York,er-ag
12/1/2010,Colorado,dc-
6/1/2010,Colorado,nurf
4/1/2011,Georgia,medlr
2/1/2011,Kansas,medpa
12/1/2010,Wisconsin,emt
5/1/2010,Wisconsin,pulb
8/1/2011,Wisconsin,flrst
6/1/2011,Wisconsin,hemn
9/1/2011,Wisconsin,hemn
11/1/2010,Wisconsin,flrf
6/1/2010,Missouri,revm
8/1/2010,Louisiana,inf
5/1/2010,Louisiana,flrst
5/1/2010,Louisiana,cheh
5/1/2011,Louisiana,suit
11/1/2010,Louisiana,cheh
7/1/2010,Nebraska,flrf
4/1/2010,Nebraska,accer
1/1/2011,Nebraska,surmp
10/1/2010,Nebraska,nglhr
10/1/2010,Nebraska,flrf
4/1/2010,New York,nurf
6/1/2010,New York,er-mt
8/1/2011,New York,cheh
10/1/2011,New York,suit
2/1/2011,Arizona,sui
2/1/2011,Montana,pulb
3/1/2011,Illinois,medh
11/1/2010,Illinois,pulhr
10/1/2010,Illinois,accer
4/1/2011,North Dakota,tort
5/1/2011,North Dakota,sui
6/1/2011,North Dakota,er-ag
2/1/2011,North Dakota,tort
9/1/2010,North Dakota,oth
2/1/2011,North Dakota,oth
10/1/2010,North Dakota,flrst
4/1/2011,Michigan,emt
8/1/2010,Michigan,emt
7/1/2011,Michigan,medlr
11/1/2010,New Jersey,oth
9/1/2010,New Jersey,dc-
9/1/2010,New Jersey,sui
2/1/2010,New York,medlr
4/1/2011,New York,cheh
3/1/2011,New York,flr
8/1/2011,New York,er-ag
10/1/2011,New York,cheh
10/1/2011,California,dc-
7/1/2010,Massachusetts,medh
6/1/2010,Massachusetts,inf
1/1/2011,Massachusetts,medh
7/1/2011,Massachusetts,hemn
8/1/2010,Mississippi,revm
1/1/2011,Rhode Island,sui
5/1/2011,California,hemn
9/1/2010,Missouri,tort
1/1/2011,Missouri,er-x
5/1/2011,Missouri,surmp
2/1/2011,Missouri,er-mt
11/1/2011,Missouri,er-x
4/1/2010,Missouri,dc-
8/1/2010,Missouri,inf
6/1/2011,Montana,hemn
1/1/2011,Montana,cheh
1/1/2011,Montana,nglhr
4/1/2011,Montana,medlr
4/1/2011,Montana,revm
9/1/2011,Montana,medlr
11/1/2010,Montana,er-ag
4/1/2010,Pennsylvania,impay
6/1/2010,Pennsylvania,impay
2/1/2011,Pennsylvania,revm
5/1/2011,Pennsylvania,cheh
10/1/2011,Pennsylvania,sui
6/1/2011,Pennsylvania,pulb
12/1/2010,Maryland,er-mt
6/1/2011,Maryland,carr
10/1/2010,Maryland,accer
11/1/2010,Maryland,oth
1/1/2011,Georgia,er-ag
9/1/2011,Georgia,flrst
3/1/2010,Utah,pulhr
5/1/2010,Utah,flrst
7/1/2011,Massachusetts,surmp
11/1/2010,South Dakota,flrf
9/1/2011,South Dakota,sui
11/1/2010,South Dakota,suit
4/1/2011,Indiana,nurf
6/1/2011,Indiana,surmp
4/1/2011,New Jersey,surmp
7/1/2011,New Jersey,sui
5/1/2010,North Carolina,flr
4/1/2011,North Carolina,flr
7/1/2010,North Carolina,impay
4/1/2011,North Carolina,surmp
5/1/2010,Oregon,emt
3/1/2011,Oregon,er-mt
9/1/2010,Oregon,surmp
10/1/2010,Oregon,flrf
12/1/2010,Oregon,nglhr
10/1/2010,Oregon,suit
12/1/2010,Nebraska,pulhr
4/1/2011,Nebraska,flrst
6/1/2011,Nebraska,medlr
5/1/2011,Nebraska,hemn
11/1/2010,Nebraska,medpa
7/1/2010,Nebraska,flrst
2/1/2011,Nebraska,medpa
5/1/2010,North Carolina,medpa
4/1/2011,North Carolina,cheh
11/1/2010,North Carolina,emt
7/1/2010,North Carolina,obgor
4/1/2011,North Carolina,sui
6/1/2011,Oregon,obgor
7/1/2010,Virginia,obgor
3/1/2010,California,obgor
10/1/2010,Indiana,flrf
8/1/2010,Georgia,accer
6/1/2010,Louisiana,pulhr
5/1/2011,Louisiana,nglhr
11/1/2010,Louisiana,dep
4/1/2011,Louisiana,medlr
9/1/2011,Louisiana,inf
8/1/2010,Louisiana,medlr
4/1/2011,North Carolina,revm
2/1/2011,New Jersey,impay
11/1/2010,Michigan,oth
6/1/2010,Michigan,nurf
9/1/2010,Michigan,sui
7/1/2010,Michigan,nurf
10/1/2011,Michigan,flrst
11/1/2010,Massachusetts,flr
8/1/2010,Massachusetts,hemn
3/1/2011,Massachusetts,nglhr
6/1/2011,Massachusetts,inf
4/1/2011,Massachusetts,tort
1/1/2011,Massachusetts,er-
7/1/2010,Texas,er-
4/1/2010,California,flron
1/1/2011,California,er-mt
9/1/2010,Michigan,oth
5/1/2010,Michigan,flrf
6/1/2010,Michigan,carr
8/1/2010,Michigan,carr
12/1/2010,Michigan,flrst
6/1/2010,Utah,nglhr
3/1/2010,New Mexico,suit
1/1/2011,New Mexico,flron
9/1/2010,New Mexico,er-ag
11/1/2010,New Mexico,sui
3/1/2011,New Mexico,nurf
11/1/2010,New Mexico,er-x
7/1/2010,New Mexico,carr
2/1/2011,New Mexico,revm
2/1/2011,New Mexico,flron
3/1/2011,New York,flrst
8/1/2011,New York,impay
11/1/2010,Missouri,hemn
5/1/2011,Missouri,flrst
11/1/2010,Missouri,er-x
8/1/2010,Missouri,flrst
9/1/2011,Missouri,pulhr
7/1/2010,Tennessee,emt
5/1/2011,Tennessee,emt
8/1/2010,Tennessee,er-x
8/1/2011,Tennessee,er-ag
5/1/2010,Nevada,dep
1/1/2011,Nevada,sui
1/1/2011,Nevada,inf
12/1/2010,New York,nglhr
6/1/2011,Texas,medpa
9/1/2011,California,dc-
11/1/2011,California,medlr
6/1/2011,Michigan,er-mt
8/1/2010,Michigan,er-ag
11/1/2010,Oregon,dep
1/1/2011,Indiana,impay
3/1/2010,New Jersey,er-ag
11/1/2010,New Jersey,er-mt
8/1/2011,New Jersey,emt
8/1/2011,New Jersey,er-ag
9/1/2011,New Jersey,accer
11/1/2011,New Jersey,sui
2/1/2011,Massachusetts,er-ag
10/1/2010,Massachusetts,nurf
8/1/2011,Massachusetts,flrf
8/1/2010,North Dakota,accer
11/1/2010,North Dakota,accer
6/1/2010,North Dakota,cheh
7/1/2011,North Dakota,sui
10/1/2011,North Dakota,pulhr
7/1/2010,North Dakota,dc-
9/1/2010,North Dakota,revm
6/1/2010,North Dakota,medpa
9/1/2011,Texas,inf
7/1/2011,Texas,flr
2/1/2011,Kentucky,suit
5/1/2011,Kentucky,er-mt
6/1/2011,Kentucky,tort
8/1/2010,Kentucky,nurf
8/1/2010,Kentucky,oth
5/1/2011,Arizona,flron
3/1/2011,Kansas,accer
8/1/2011,Kansas,oth
9/1/2011,Kansas,surmp
6/1/2010,Hawaii,inf
5/1/2011,Hawaii,pulb
2/1/2011,Hawaii,medpa
11/1/2010,Massachusetts,suit
6/1/2010,Massachusetts,nurf
12/1/2010,Massachusetts,medlr
11/1/2010,Massachusetts,cheh
6/1/2011,Massachusetts,carr
